customer_id,age,gender,location,occupation,income,credit_score,kyc_status
45,20,Male,Delhi,Farmer,312358.0,765,Verified
46,54,Female,Lucknow,Farmer,156734.0,573,Verified
47,68,Female,Pune,Retired,50820.0,685,Verified
48,24,Male,Ahmedabad,Farmer,180454.0,619,Verified
49,38,Female,Jaipur,Business,66317.0,694,Verified
50,26,Male,Pune,Salaried,309925.0,651,Pending
51,56,Female,Lucknow,Salaried,81331.0,677,Verified
52,35,Male,Lucknow,Salaried,791516.0,800,Verified
53,21,Male,Ahmedabad,Farmer,321395.0,750,Verified
54,42,Female,Jaipur,Farmer,82622.0,795,Verified
55,31,Female,Kolkata,Salaried,134862.0,573,Verified
56,67,Female,Lucknow,Self-Employed,209439.0,714,Verified
57,26,Male,Delhi,Self-Employed,213245.0,792,Not Started
58,43,Female,Delhi,Business,173755.0,838,Verified
59,70,Male,Chennai,Retired,282461.0,578,Verified
60,19,Male,Jaipur,Business,123775.0,680,Verified
61,37,Male,Pune,Salaried,106934.0,797,Verified
62,45,Female,Delhi,Salaried,108216.0,693,Verified
63,64,Male,Ahmedabad,Salaried,223022.0,632,Verified
64,24,Male,Pune,Retired,165895.0,578,Verified
65,61,Female,Jaipur,Farmer,158700.0,629,Verified
66,25,Male,Ahmedabad,Retired,214731.0,566,Verified
67,64,Male,Bengaluru,Business,38924.0,714,Verified
68,52,Male,Mumbai,Farmer,160499.0,786,Pending
69,31,Female,Delhi,Farmer,,602,Verified
70,34,Male,Delhi,Business,362683.0,731,Verified
71,53,Male,Chennai,Farmer,53255.0,781,Pending
72,67,Female,Kolkata,Self-Employed,339189.0,709,Verified
73,57,Female,Chennai,Business,139420.0,573,Verified
74,21,Male,Jaipur,Business,178687.0,742,Verified
75,19,Female,Chennai,Self-Employed,364234.0,705,Verified
76,23,Female,Kolkata,Retired,186550.0,696,Verified
77,71,Female,Kolkata,Retired,169434.0,663,Verified
78,59,Male,Lucknow,Retired,154103.0,717,Verified
79,21,Female,Lucknow,Farmer,99699.0,753,Verified
80,71,Female,Mumbai,Self-Employed,130994.0,900,Pending
81,46,Male,Ahmedabad,Business,86742.0,719,Verified
82,35,Male,Bengaluru,Business,129736.0,838,Verified
83,43,Male,Kolkata,Business,32808.0,740,Verified
84,61,Male,Bengaluru,Farmer,172374.0,701,Verified
85,51,Female,Delhi,Farmer,123866.0,722,Verified
86,27,Male,Hyderabad,Retired,108910.0,606,Verified
87,53,Male,Mumbai,Farmer,152033.0,735,Verified
88,31,Female,Jaipur,Retired,,540,Verified
89,48,Male,Pune,Retired,,636,Verified
90,65,Female,Bengaluru,Business,125284.0,719,Verified
91,32,Male,Chennai,Farmer,122088.0,811,Verified
92,25,Male,Kolkata,Retired,74665.0,831,Verified
93,31,Male,Bengaluru,Self-Employed,135181.0,689,Verified
94,40,Male,Pune,Self-Employed,306256.0,723,Verified
95,74,Male,Kolkata,Farmer,248091.0,793,Verified
96,57,Female,Jaipur,Business,,596,Verified
97,38,Female,Hyderabad,Business,184950.0,744,Verified
98,33,Male,Chennai,Retired,107460.0,639,Verified
99,62,Female,Bengaluru,Farmer,55821.0,695,Verified
100,35,Female,Lucknow,Self-Employed,,670,Verified
101,64,Female,Mumbai,Retired,115668.0,747,Verified
102,70,Male,Bengaluru,Retired,250015.0,756,Pending
103,41,Male,Bengaluru,Salaried,160433.0,785,Verified
104,43,Male,Pune,Farmer,350595.0,739,Verified
105,42,Female,Pune,Retired,273346.0,724,Verified
106,62,Female,Mumbai,Self-Employed,101326.0,867,Pending
107,58,Male,Bengaluru,Salaried,45384.0,580,Verified
108,46,Male,Ahmedabad,Self-Employed,306001.0,854,Verified
109,32,Female,Jaipur,Business,301231.0,685,Verified
110,62,Female,Pune,Salaried,58705.0,758,Verified
111,18,Female,Pune,Salaried,329570.0,682,Verified
112,42,Female,Ahmedabad,Retired,167589.0,650,Pending
113,24,Male,Kolkata,Business,146739.0,751,Verified
114,26,Female,Bengaluru,Retired,351115.0,798,Verified
115,41,Female,Mumbai,Farmer,298585.0,750,Pending
116,18,Male,Pune,Self-Employed,196968.0,663,Verified
117,61,Female,Mumbai,Self-Employed,177004.0,900,Verified
118,25,Female,Mumbai,Retired,192883.0,811,Pending
119,41,Male,Jaipur,Self-Employed,,789,Pending
120,28,Female,Lucknow,Self-Employed,128919.0,679,Verified
121,68,Female,Pune,Farmer,77545.0,656,Verified
122,34,Female,Chennai,Business,109117.0,686,Verified
123,25,Male,Kolkata,Salaried,,801,Verified
124,52,Male,Mumbai,Retired,91018.0,625,Verified
125,52,Female,Pune,Retired,144646.0,619,Verified
126,50,Male,Kolkata,Farmer,109712.0,755,Verified
127,22,Female,Chennai,Farmer,180113.0,737,Verified
128,59,Female,Pune,Salaried,50343.0,644,Verified
129,56,Male,Bengaluru,Business,124491.0,617,Verified
130,58,Male,Mumbai,Retired,144196.0,832,Verified
131,45,Male,Chennai,Farmer,,740,Verified
132,24,Male,Bengaluru,Retired,120158.0,594,Verified
133,26,Female,Mumbai,Self-Employed,51475.0,600,Verified
134,25,Female,Delhi,Retired,165031.0,679,Not Started
135,29,Female,Hyderabad,Business,196529.0,772,Pending
136,51,Female,Ahmedabad,Business,179176.0,760,Verified
137,50,Male,Mumbai,Retired,248509.0,806,Verified
138,65,Female,Chennai,Self-Employed,150380.0,583,Verified
139,72,Female,Chennai,Business,177586.0,729,Verified
140,40,Female,Hyderabad,Farmer,146335.0,831,Verified
141,41,Female,Pune,Retired,201296.0,823,Verified
142,54,Male,Ahmedabad,Self-Employed,51723.0,740,Verified
143,52,Female,Kolkata,Farmer,77952.0,900,Verified
144,61,Male,Mumbai,Retired,345290.0,761,Verified
145,57,Male,Pune,Self-Employed,30447.0,798,Verified
146,39,Male,Bengaluru,Farmer,122503.0,713,Pending
147,44,Female,Kolkata,Business,269242.0,643,Verified
148,52,Female,Ahmedabad,Retired,126001.0,635,Verified
149,18,Female,Pune,Retired,104505.0,725,Verified
150,52,Female,Lucknow,Business,144012.0,692,Pending
151,54,Female,Kolkata,Salaried,107810.0,559,Verified
152,64,Female,Jaipur,Farmer,135742.0,622,Pending
153,31,Male,Jaipur,Business,88430.0,682,Pending
154,20,Male,Mumbai,Retired,259161.0,771,Verified
155,18,Male,Mumbai,Farmer,313000.0,708,Verified
156,22,Female,Mumbai,Farmer,123003.0,703,Verified
157,43,Female,Ahmedabad,Salaried,57995.0,626,Verified
158,72,Male,Lucknow,Retired,97314.0,711,Verified
159,31,Male,Pune,Self-Employed,119325.0,822,Verified
160,56,Female,Bengaluru,Salaried,180471.0,723,Verified
161,44,Male,Delhi,Salaried,72780.0,581,Verified
162,26,Female,Chennai,Self-Employed,83994.0,603,Verified
163,32,Female,Bengaluru,Self-Employed,181028.0,760,Verified
164,32,Male,Pune,Salaried,,690,Verified
165,43,Male,Lucknow,Farmer,91770.0,703,Verified
166,59,Female,Ahmedabad,Business,59878.0,657,Verified
167,30,Female,Kolkata,Business,955960.0,752,Verified
168,68,Female,Bengaluru,Salaried,213199.0,684,Not Started
169,49,Female,Kolkata,Farmer,113527.0,694,Verified
170,56,Male,Delhi,Self-Employed,224452.0,637,Verified
171,66,Male,Pune,Salaried,123664.0,788,Verified
172,69,Female,Lucknow,Retired,224200.0,691,Verified
173,49,Female,Pune,Farmer,146625.0,761,Verified
174,21,Male,Chennai,Retired,140753.0,608,Verified
175,47,Female,Ahmedabad,Retired,124474.0,857,Verified
176,54,Female,Chennai,Salaried,55914.0,818,Pending
177,40,Male,Pune,Farmer,426282.0,547,Verified
178,56,Male,Chennai,Retired,75741.0,641,Verified
179,62,Female,Hyderabad,Farmer,58923.0,750,Verified
180,32,Male,Pune,Business,117276.0,597,Verified
181,60,Male,Lucknow,Retired,74841.0,698,Verified
182,46,Male,Bengaluru,Retired,,746,Pending
183,53,Female,Lucknow,Farmer,201321.0,694,Verified
184,30,Female,Hyderabad,Business,242118.0,755,Not Started
185,49,Female,Bengaluru,Retired,217257.0,651,Verified
186,24,Male,Hyderabad,Salaried,110926.0,519,Verified
187,68,Female,Bengaluru,Farmer,137277.0,793,Pending
188,39,Female,Lucknow,Farmer,170200.0,792,Verified
189,45,Female,Pune,Retired,46413.0,900,Verified
190,19,Female,Mumbai,Business,187653.0,522,Verified
191,59,Male,Jaipur,Retired,55582.0,773,Verified
192,62,Female,Jaipur,Self-Employed,453254.0,542,Verified
193,74,Male,Hyderabad,Retired,104536.0,859,Verified
194,70,Female,Jaipur,Self-Employed,119262.0,751,Verified
195,23,Male,Lucknow,Salaried,83967.0,629,Verified
196,45,Male,Kolkata,Farmer,91310.0,776,Not Started
197,45,Male,Hyderabad,Farmer,521496.0,662,Verified
198,61,Female,Bengaluru,Business,234268.0,735,Verified
199,61,Male,Ahmedabad,Retired,52600.0,727,Not Started
200,37,Female,Chennai,Salaried,328577.0,858,Verified
201,47,Male,Lucknow,Self-Employed,272650.0,864,Verified
202,28,Male,Bengaluru,Business,112563.0,659,Verified
203,72,Female,Kolkata,Salaried,160174.0,799,Verified
204,45,Male,Ahmedabad,Salaried,132063.0,740,Verified
205,42,Male,Jaipur,Self-Employed,435194.0,589,Verified
206,56,Female,Kolkata,Self-Employed,82638.0,650,Verified
207,50,Male,Hyderabad,Farmer,145453.0,900,Verified
208,18,Male,Delhi,Retired,103065.0,740,Verified
209,74,Male,Delhi,Business,56397.0,794,Verified
210,44,Female,Jaipur,Retired,496323.0,691,Verified
211,74,Female,Delhi,Business,65582.0,664,Verified
212,69,Female,Delhi,Salaried,152067.0,712,Verified
213,30,Female,Bengaluru,Self-Employed,46891.0,687,Verified
214,58,Male,Bengaluru,Self-Employed,104878.0,583,Verified
215,20,Male,Chennai,Salaried,171645.0,624,Verified
216,56,Female,Pune,Salaried,81240.0,770,Verified
217,23,Male,Jaipur,Business,189488.0,677,Verified
218,25,Male,Delhi,Salaried,113389.0,712,Verified
219,44,Male,Chennai,Business,267279.0,729,Verified
220,26,Male,Jaipur,Retired,301660.0,736,Verified
221,54,Female,Delhi,Self-Employed,93709.0,807,Verified
222,50,Male,Lucknow,Self-Employed,139531.0,616,Verified
223,68,Male,Mumbai,Self-Employed,148757.0,758,Not Started
224,59,Male,Lucknow,Retired,193225.0,774,Verified
225,61,Female,Ahmedabad,Retired,134407.0,793,Verified
226,41,Male,Jaipur,Farmer,149362.0,589,Verified
227,32,Male,Pune,Business,115146.0,731,Verified
228,71,Female,Ahmedabad,Business,142792.0,855,Verified
229,49,Female,Chennai,Farmer,290327.0,701,Not Started
230,49,Male,Chennai,Self-Employed,196349.0,751,Verified
231,41,Male,Delhi,Business,202958.0,776,Verified
232,58,Male,Ahmedabad,Business,205632.0,622,Verified
233,69,Male,Delhi,Self-Employed,121505.0,865,Verified
234,66,Male,Jaipur,Salaried,161344.0,752,Verified
235,66,Male,Chennai,Salaried,69487.0,754,Verified
236,69,Male,Mumbai,Farmer,285297.0,568,Verified
237,29,Male,Chennai,Retired,25090.0,777,Verified
238,56,Female,Bengaluru,Business,,753,Verified
239,19,Female,Kolkata,Business,264220.0,848,Verified
240,20,Female,Pune,Farmer,58787.0,683,Verified
241,66,Male,Ahmedabad,Farmer,169375.0,626,Verified
242,54,Male,Delhi,Business,88569.0,652,Verified
243,66,Female,Kolkata,Self-Employed,106801.0,667,Verified
244,73,Male,Kolkata,Self-Employed,235053.0,614,Verified
245,34,Male,Lucknow,Retired,150067.0,819,Verified
246,66,Female,Hyderabad,Business,39316.0,822,Verified
247,19,Female,Lucknow,Business,74172.0,693,Verified
248,19,Female,Lucknow,Business,239235.0,676,Verified
249,45,Male,Pune,Business,174445.0,555,Verified
250,71,Male,Bengaluru,Farmer,380363.0,769,Verified
251,40,Female,Chennai,Salaried,365707.0,850,Verified
252,54,Male,Lucknow,Business,108516.0,655,Verified
253,49,Female,Jaipur,Salaried,598357.0,700,Verified
254,50,Female,Chennai,Self-Employed,135224.0,746,Verified
255,18,Female,Bengaluru,Retired,,856,Verified
256,36,Male,Delhi,Self-Employed,91109.0,726,Pending
257,19,Male,Hyderabad,Business,34405.0,726,Verified
258,70,Female,Chennai,Self-Employed,349483.0,725,Verified
259,61,Female,Ahmedabad,Farmer,346923.0,588,Verified
260,43,Female,Pune,Salaried,72453.0,587,Verified
261,49,Male,Kolkata,Business,116223.0,641,Verified
262,23,Male,Delhi,Farmer,141120.0,796,Verified
263,49,Female,Bengaluru,Salaried,74891.0,681,Verified
264,72,Female,Lucknow,Farmer,46488.0,664,Verified
265,21,Female,Jaipur,Self-Employed,,663,Verified
266,72,Male,Jaipur,Business,,698,Verified
267,28,Female,Hyderabad,Self-Employed,105551.0,854,Verified
268,73,Female,Bengaluru,Retired,152303.0,697,Verified
269,34,Female,Delhi,Business,314177.0,643,Verified
270,55,Male,Ahmedabad,Self-Employed,111095.0,712,Verified
271,41,Male,Kolkata,Business,147601.0,859,Verified
272,22,Female,Lucknow,Salaried,206101.0,667,Verified
273,69,Male,Pune,Business,185811.0,609,Verified
274,51,Male,Mumbai,Business,92166.0,667,Verified
275,23,Female,Mumbai,Salaried,141185.0,720,Verified
276,39,Male,Lucknow,Self-Employed,185076.0,768,Verified
277,28,Female,Delhi,Business,67710.0,795,Verified
278,65,Male,Lucknow,Farmer,284396.0,621,Verified
279,33,Female,Bengaluru,Business,314567.0,629,Verified
280,50,Female,Mumbai,Self-Employed,86364.0,682,Verified
281,26,Male,Hyderabad,Salaried,149672.0,768,Verified
282,23,Male,Bengaluru,Self-Employed,195901.0,602,Pending
283,33,Male,Mumbai,Retired,96051.0,658,Verified
284,46,Male,Ahmedabad,Business,177898.0,659,Verified
285,20,Female,Kolkata,Business,146966.0,790,Verified
286,37,Female,Jaipur,Salaried,55229.0,754,Pending
287,53,Male,Bengaluru,Business,175518.0,786,Verified
288,36,Male,Jaipur,Farmer,68866.0,823,Verified
289,43,Male,Jaipur,Farmer,234104.0,684,Verified
290,20,Female,Mumbai,Self-Employed,89079.0,609,Verified
291,36,Male,Bengaluru,Salaried,120962.0,609,Verified
292,37,Female,Kolkata,Retired,303570.0,553,Not Started
293,49,Female,Ahmedabad,Self-Employed,179482.0,671,Verified
294,24,Female,Chennai,Salaried,,677,Not Started
295,69,Male,Hyderabad,Salaried,72479.0,776,Verified
296,58,Female,Jaipur,Self-Employed,93006.0,711,Pending
297,50,Male,Kolkata,Self-Employed,168853.0,668,Verified
298,57,Male,Pune,Business,165211.0,700,Verified
299,56,Female,Pune,Retired,80349.0,621,Verified
300,35,Female,Chennai,Farmer,66150.0,797,Verified
301,57,Male,Chennai,Business,157779.0,643,Verified
302,18,Male,Chennai,Salaried,119478.0,613,Verified
303,28,Male,Hyderabad,Retired,486178.0,779,Verified
304,45,Male,Hyderabad,Retired,136211.0,758,Verified
305,74,Male,Ahmedabad,Self-Employed,395755.0,563,Verified
306,42,Male,Jaipur,Retired,66024.0,782,Verified
307,67,Male,Delhi,Retired,51848.0,646,Verified
308,40,Female,Pune,Salaried,68047.0,678,Verified
309,48,Female,Mumbai,Business,271978.0,725,Verified
310,47,Female,Mumbai,Retired,382185.0,759,Verified
311,59,Male,Chennai,Self-Employed,83341.0,747,Verified
312,52,Female,Lucknow,Business,,705,Verified
313,24,Female,Pune,Self-Employed,66079.0,673,Verified
314,33,Female,Delhi,Retired,44937.0,745,Verified
315,43,Female,Delhi,Business,205058.0,699,Verified
316,65,Female,Mumbai,Retired,152331.0,863,Verified
317,74,Female,Lucknow,Salaried,134094.0,759,Verified
318,69,Male,Delhi,Business,57524.0,631,Verified
319,66,Female,Pune,Self-Employed,356459.0,669,Pending
320,19,Female,Jaipur,Salaried,98517.0,714,Verified
321,18,Female,Kolkata,Farmer,183538.0,820,Verified
322,65,Female,Lucknow,Self-Employed,55674.0,829,Verified
323,29,Male,Delhi,Retired,118858.0,676,Verified
324,22,Male,Lucknow,Self-Employed,158709.0,630,Verified
325,54,Female,Lucknow,Farmer,162145.0,619,Verified
326,49,Female,Jaipur,Self-Employed,146209.0,731,Verified
327,72,Female,Pune,Salaried,179282.0,900,Verified
328,26,Male,Mumbai,Self-Employed,67622.0,755,Verified
329,58,Male,Jaipur,Business,150005.0,574,Verified
330,52,Female,Delhi,Farmer,142665.0,648,Verified
331,36,Female,Chennai,Self-Employed,153124.0,656,Verified
332,65,Female,Jaipur,Farmer,139164.0,640,Verified
333,33,Male,Chennai,Salaried,62073.0,677,Verified
334,20,Female,Bengaluru,Business,60435.0,741,Verified
335,37,Male,Mumbai,Retired,35293.0,767,Verified
336,41,Female,Pune,Self-Employed,217623.0,802,Verified
337,71,Male,Kolkata,Salaried,218949.0,754,Verified
338,73,Male,Lucknow,Farmer,221047.0,543,Verified
339,50,Female,Chennai,Farmer,160183.0,620,Verified
340,41,Female,Kolkata,Salaried,37054.0,696,Verified
341,69,Male,Kolkata,Self-Employed,71968.0,722,Verified
342,28,Female,Chennai,Retired,,783,Verified
343,66,Male,Kolkata,Self-Employed,144540.0,713,Verified
344,25,Male,Lucknow,Business,,714,Verified
345,53,Male,Ahmedabad,Self-Employed,166267.0,730,Pending
346,55,Male,Bengaluru,Business,134187.0,688,Verified
347,57,Male,Chennai,Farmer,143267.0,717,Verified
348,37,Male,Lucknow,Business,90813.0,805,Verified
349,52,Male,Mumbai,Retired,240195.0,702,Verified
350,65,Female,Chennai,Salaried,102902.0,707,Verified
351,42,Male,Lucknow,Business,59971.0,707,Verified
352,52,Female,Lucknow,Self-Employed,83902.0,820,Verified
353,42,Male,Jaipur,Business,108112.0,615,Pending
354,46,Female,Ahmedabad,Farmer,241930.0,860,Verified
355,35,Male,Chennai,Business,129915.0,610,Verified
356,63,Male,Pune,Retired,119171.0,654,Pending
357,35,Male,Lucknow,Business,62994.0,773,Verified
358,19,Male,Bengaluru,Retired,213478.0,797,Verified
359,71,Male,Jaipur,Self-Employed,90114.0,590,Pending
360,52,Female,Lucknow,Farmer,125490.0,617,Verified
361,33,Female,Chennai,Salaried,323874.0,733,Verified
362,58,Female,Delhi,Self-Employed,180820.0,900,Verified
363,53,Female,Lucknow,Self-Employed,50164.0,815,Verified
364,50,Male,Hyderabad,Salaried,46087.0,688,Verified
365,21,Male,Delhi,Business,128209.0,504,Verified
366,50,Male,Lucknow,Business,64367.0,716,Verified
367,31,Male,Kolkata,Business,196640.0,740,Verified
368,38,Male,Lucknow,Farmer,136675.0,677,Verified
369,65,Female,Mumbai,Self-Employed,147153.0,637,Pending
370,37,Male,Kolkata,Retired,87200.0,723,Verified
371,73,Male,Chennai,Salaried,378825.0,629,Not Started
372,25,Female,Bengaluru,Self-Employed,733480.0,869,Verified
373,24,Female,Delhi,Business,112741.0,838,Verified
374,20,Male,Pune,Salaried,164691.0,765,Verified
375,34,Female,Jaipur,Retired,141273.0,717,Not Started
376,50,Female,Bengaluru,Self-Employed,114027.0,653,Verified
377,65,Male,Kolkata,Self-Employed,80883.0,708,Verified
378,29,Male,Jaipur,Farmer,69496.0,849,Verified
379,68,Male,Delhi,Self-Employed,67416.0,783,Verified
380,39,Female,Pune,Self-Employed,169930.0,727,Pending
381,72,Female,Hyderabad,Retired,97557.0,788,Verified
382,39,Male,Hyderabad,Retired,28368.0,756,Pending
383,63,Male,Pune,Salaried,174018.0,743,Verified
384,47,Female,Jaipur,Business,130228.0,793,Pending
385,55,Male,Chennai,Retired,298942.0,753,Verified
386,55,Male,Jaipur,Salaried,166687.0,782,Verified
387,62,Female,Lucknow,Self-Employed,54874.0,723,Verified
388,68,Female,Jaipur,Salaried,34968.0,688,Verified
389,71,Female,Chennai,Salaried,86536.0,663,Verified
390,25,Female,Bengaluru,Salaried,91577.0,653,Verified
391,44,Female,Delhi,Salaried,234661.0,573,Verified
392,44,Male,Jaipur,Retired,132545.0,632,Verified
393,51,Female,Delhi,Business,263080.0,630,Verified
394,38,Male,Kolkata,Salaried,60180.0,666,Verified
395,47,Female,Hyderabad,Farmer,237794.0,842,Verified
396,50,Male,Hyderabad,Self-Employed,205375.0,696,Not Started
397,45,Female,Chennai,Self-Employed,39698.0,730,Verified
398,64,Male,Kolkata,Self-Employed,294658.0,733,Verified
399,50,Male,Hyderabad,Self-Employed,140938.0,844,Verified
400,22,Male,Chennai,Self-Employed,168590.0,661,Verified
401,65,Male,Jaipur,Salaried,79305.0,691,Verified
402,36,Female,Kolkata,Business,286401.0,700,Verified
403,21,Female,Lucknow,Farmer,65414.0,806,Verified
404,52,Male,Lucknow,Retired,219532.0,824,Verified
405,66,Male,Lucknow,Farmer,218025.0,750,Verified
406,34,Male,Bengaluru,Retired,74273.0,814,Verified
407,61,Male,Lucknow,Retired,438022.0,725,Not Started
408,45,Male,Kolkata,Farmer,153111.0,695,Pending
409,47,Female,Mumbai,Salaried,197271.0,810,Verified
410,46,Male,Hyderabad,Self-Employed,53302.0,751,Verified
411,63,Male,Lucknow,Salaried,474795.0,647,Verified
412,70,Male,Kolkata,Self-Employed,63912.0,794,Verified
413,23,Male,Ahmedabad,Business,246454.0,692,Verified
414,52,Male,Jaipur,Retired,73360.0,681,Verified
415,58,Female,Bengaluru,Farmer,91914.0,785,Verified
416,54,Male,Delhi,Business,213898.0,702,Verified
417,41,Male,Chennai,Self-Employed,246849.0,743,Pending
418,46,Male,Ahmedabad,Salaried,62145.0,766,Pending
419,66,Male,Ahmedabad,Farmer,256346.0,643,Verified
420,63,Male,Bengaluru,Retired,249444.0,742,Verified
421,70,Female,Chennai,Business,75904.0,824,Verified
422,48,Female,Bengaluru,Retired,347732.0,628,Pending
423,52,Female,Lucknow,Self-Employed,55597.0,748,Not Started
424,50,Male,Delhi,Retired,91595.0,639,Verified
425,69,Male,Chennai,Salaried,177620.0,796,Verified
426,38,Female,Kolkata,Business,79846.0,796,Verified
427,49,Female,Hyderabad,Business,156106.0,679,Verified
428,40,Female,Bengaluru,Salaried,153990.0,897,Verified
429,50,Male,Delhi,Retired,119104.0,804,Verified
430,20,Male,Jaipur,Salaried,219573.0,770,Not Started
431,35,Male,Mumbai,Farmer,116190.0,765,Verified
432,42,Female,Jaipur,Salaried,153112.0,793,Verified
433,59,Female,Mumbai,Retired,265105.0,625,Verified
434,48,Female,Pune,Salaried,,726,Verified
435,71,Male,Kolkata,Self-Employed,213547.0,742,Verified
436,20,Female,Pune,Salaried,66869.0,675,Pending
437,57,Male,Bengaluru,Salaried,,749,Verified
438,63,Male,Bengaluru,Retired,78661.0,814,Verified
439,41,Male,Mumbai,Farmer,61769.0,674,Verified
440,67,Female,Chennai,Farmer,127641.0,705,Verified
441,49,Male,Delhi,Retired,77453.0,640,Verified
442,64,Male,Lucknow,Retired,214137.0,558,Verified
443,39,Female,Ahmedabad,Retired,217232.0,776,Verified
444,40,Male,Bengaluru,Self-Employed,42550.0,707,Verified
445,19,Male,Pune,Business,81066.0,714,Verified
446,44,Male,Pune,Salaried,55499.0,626,Verified
447,59,Male,Jaipur,Retired,100954.0,694,Verified
448,19,Female,Kolkata,Retired,175099.0,803,Verified
449,43,Male,Mumbai,Retired,115223.0,710,Verified
450,34,Male,Ahmedabad,Farmer,93540.0,712,Verified
451,57,Female,Mumbai,Retired,290717.0,727,Verified
452,50,Female,Bengaluru,Salaried,33426.0,604,Verified
453,26,Female,Hyderabad,Retired,279882.0,763,Verified
454,60,Male,Ahmedabad,Salaried,96127.0,603,Verified
455,71,Male,Jaipur,Self-Employed,127152.0,630,Pending
456,65,Female,Pune,Business,97108.0,620,Verified
457,56,Female,Jaipur,Farmer,,695,Verified
458,46,Female,Bengaluru,Salaried,63666.0,680,Verified
459,59,Female,Hyderabad,Self-Employed,134194.0,709,Pending
460,72,Female,Lucknow,Business,182858.0,633,Verified
461,43,Male,Ahmedabad,Business,50686.0,795,Pending
462,52,Male,Mumbai,Business,76731.0,780,Verified
463,67,Female,Ahmedabad,Salaried,121917.0,695,Verified
464,42,Male,Pune,Self-Employed,78276.0,669,Verified
465,41,Male,Mumbai,Retired,,660,Verified
466,30,Female,Lucknow,Self-Employed,,683,Verified
467,24,Female,Lucknow,Self-Employed,196762.0,590,Verified
468,74,Male,Kolkata,Self-Employed,108485.0,628,Verified
469,53,Male,Mumbai,Salaried,254500.0,783,Verified
470,62,Male,Delhi,Salaried,73229.0,735,Pending
471,37,Female,Hyderabad,Salaried,62871.0,848,Verified
472,18,Female,Delhi,Self-Employed,423288.0,684,Pending
473,25,Male,Lucknow,Salaried,89790.0,679,Verified
474,63,Male,Mumbai,Business,60685.0,675,Verified
475,33,Female,Kolkata,Salaried,46853.0,682,Verified
476,31,Male,Ahmedabad,Farmer,253993.0,653,Verified
477,29,Female,Ahmedabad,Salaried,108577.0,733,Verified
478,68,Female,Ahmedabad,Salaried,114436.0,712,Verified
479,40,Male,Kolkata,Salaried,121113.0,666,Verified
480,32,Female,Bengaluru,Salaried,244694.0,816,Verified
481,45,Male,Mumbai,Farmer,119645.0,871,Verified
482,51,Male,Delhi,Retired,543852.0,809,Verified
483,19,Female,Hyderabad,Salaried,144388.0,757,Verified
484,49,Male,Lucknow,Business,251971.0,774,Verified
485,40,Female,Hyderabad,Farmer,216024.0,867,Verified
486,39,Female,Lucknow,Retired,130370.0,774,Verified
487,68,Male,Mumbai,Salaried,93697.0,660,Not Started
488,42,Male,Mumbai,Retired,162621.0,743,Pending
