claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,settlement_amount,status,fraud_flag,days_to_settle
187,6200,977,2025-04-04,Accident,227726,207191.0,Settled,0,58.0
188,9699,4675,2024-05-29,Accident,23709,23466.0,Settled,0,25.0
189,746,990,2025-09-03,Health,14220,13331.0,Settled,0,85.0
190,2041,2104,2026-05-16,Accident,86741,74573.0,Settled,0,44.0
191,3845,1162,2024-06-12,Health,73913,74291.0,Settled,0,75.0
192,613,4273,2025-03-26,Accident,7755,6753.0,Settled,0,76.0
193,248,4447,2026-04-15,Theft,542524,472320.0,Settled,0,13.0
194,7794,1701,2024-01-30,Accident,232250,210500.0,Pending,0,
195,2711,561,2025-01-07,Fire,231280,200920.0,Settled,0,68.0
196,7132,314,2025-11-13,Fire,77411,74341.0,Settled,0,15.0
197,1439,1321,2024-06-10,Accident,25720,23373.0,Settled,0,83.0
198,2921,4731,2025-10-13,Theft,27115,28246.0,Settled,0,31.0
199,4746,2931,2025-04-28,Accident,52065,48398.0,Settled,0,48.0
200,9573,1397,2025-07-04,Health,114556,101136.0,Settled,0,48.0
201,9699,4675,2024-05-08,Health,24084,20531.0,Settled,0,35.0
202,5017,48,2025-12-20,Accident,26372,25461.0,Rejected,0,
203,1573,4018,2024-01-06,Accident,46077,44192.0,Settled,0,54.0
204,5613,3178,2025-12-17,Natural Disaster,94538,87794.0,Settled,0,5.0
205,3928,2466,2024-04-09,Natural Disaster,15926,14290.0,Settled,0,102.0
206,8758,2136,2025-07-21,Natural Disaster,53112,52118.0,Settled,0,20.0
207,9181,1230,2024-12-17,Accident,298208,278412.0,Settled,0,72.0
208,4963,4674,2024-04-07,Natural Disaster,76594,67807.0,Settled,0,107.0
209,3842,1992,2024-06-24,Natural Disaster,73619,68975.0,Settled,0,26.0
210,2220,107,2025-02-15,Accident,43202,41258.0,Pending,0,
211,9793,290,2024-03-04,Accident,166691,173222.0,Rejected,0,
212,9482,212,2024-06-23,Natural Disaster,104012,98373.0,Pending,0,
213,3938,3188,2024-06-05,Accident,121250,115031.0,Settled,0,21.0
214,2237,2491,2024-12-10,Fire,93534,89613.0,Settled,0,62.0
215,338,2471,2024-07-04,Fire,129692,128005.0,Settled,0,108.0
216,7776,394,2025-03-13,Natural Disaster,47308,41974.0,Settled,0,48.0
217,4057,3158,2026-06-12,Natural Disaster,62829,59566.0,Settled,0,85.0
218,6431,4937,2025-06-20,Health,149407,153337.0,Settled,0,52.0
219,1312,940,2025-07-02,Accident,104218,107415.0,Settled,0,41.0
220,9365,338,2026-01-22,Natural Disaster,13699,13974.0,Settled,0,55.0
221,1545,2612,2025-03-15,Natural Disaster,56725,50605.0,Settled,0,104.0
222,6822,4188,2024-05-03,Health,36916,35184.0,Settled,0,109.0
223,7255,3520,2024-09-15,Theft,349166,361867.0,Settled,0,49.0
224,1399,4319,2026-02-14,Accident,70797,60271.0,Settled,0,109.0
225,8976,1097,2024-09-19,Natural Disaster,171792,176985.0,Settled,0,100.0
226,8120,1853,2025-05-03,Fire,58746,52000.0,Settled,0,51.0
227,9487,3017,2026-04-25,Theft,80892,77529.0,Settled,0,40.0
228,7064,3399,2025-12-11,Natural Disaster,65621,58453.0,Settled,0,108.0
229,2356,1554,2026-01-24,Theft,88558,90780.0,Settled,1,19.0
230,239,4980,2024-06-27,Theft,37111,37184.0,Settled,0,35.0
231,6182,1082,2025-12-13,Theft,97151,90536.0,Pending,0,
232,6352,4017,2025-09-02,Accident,43280,38469.0,Settled,0,21.0
233,939,2365,2024-10-19,Health,192045,180399.0,Pending,0,
234,2586,2151,2024-12-24,Accident,25169,21894.0,Settled,0,81.0
235,5562,2449,2024-09-01,Theft,36757,35654.0,Settled,0,74.0
236,1315,94,2025-05-06,Accident,158334,145275.0,Settled,0,53.0
237,666,2722,2025-06-10,Natural Disaster,448452,382720.0,Settled,0,24.0
238,6372,332,2025-01-30,Fire,128725,120249.0,Settled,0,21.0
239,2499,4750,2024-05-11,Accident,46121,45735.0,Rejected,0,
240,2416,3853,2024-01-04,Theft,25530,24984.0,Pending,0,
241,9479,4216,2026-05-19,Natural Disaster,80109,69712.0,Settled,0,88.0
242,7959,2161,2025-02-14,Fire,15484,16120.0,Settled,0,21.0
243,6035,4871,2024-07-28,Accident,40826,40240.0,Settled,0,37.0
244,6285,4263,2024-01-09,Fire,76774,74423.0,Settled,0,77.0
245,2007,2801,2025-09-18,Health,145795,144551.0,Pending,0,
246,5510,1639,2025-02-12,Health,34515,33169.0,Pending,0,
247,9564,2953,2025-12-02,Accident,83199,77445.0,Settled,0,111.0
248,4960,535,2024-03-23,Theft,70509,66794.0,Settled,0,9.0
249,6462,4432,2024-01-14,Theft,47732,44893.0,Settled,0,71.0
250,6918,1797,2024-09-27,Health,334604,332057.0,Settled,0,12.0
251,7101,2717,2025-10-06,Health,67418,67613.0,Settled,0,102.0
252,6793,4614,2024-02-28,Theft,42999,39235.0,Settled,0,10.0
253,1882,4176,2024-02-09,Accident,17396,17518.0,Settled,0,41.0
254,9711,2814,2025-03-14,Natural Disaster,308538,295153.0,Settled,0,5.0
255,731,4739,2025-10-24,Accident,141629,123244.0,Pending,0,
256,4905,4270,2024-04-19,Accident,64224,60558.0,Settled,0,100.0
257,1357,3403,2025-03-16,Health,111186,108906.0,Settled,0,65.0
258,8170,1509,2025-04-29,Health,23576,23184.0,Settled,0,77.0
259,9116,3991,2025-01-13,Health,351033,301752.0,Settled,0,52.0
260,3199,1246,2024-12-18,Natural Disaster,93186,85944.0,Pending,0,
261,1224,3812,2025-12-02,Accident,21633,19664.0,Settled,0,7.0
262,4641,1984,2025-01-05,Accident,99864,94279.0,Settled,0,4.0
263,1551,1637,2024-11-20,Theft,44811,45920.0,Rejected,0,
264,569,4165,2024-11-22,Accident,68833,71158.0,Settled,0,60.0
265,2055,3785,2024-05-16,Fire,242787,244660.0,Settled,0,75.0
266,966,4245,2024-04-03,Accident,153350,159850.0,Settled,0,62.0
267,9040,2889,2024-11-08,Health,21551,20252.0,Settled,0,111.0
268,64,4777,2025-05-31,Health,48947,42543.0,Rejected,0,
269,819,4635,2026-04-05,Accident,20708,21046.0,Settled,0,17.0
270,787,3490,2025-03-03,Accident,81063,83055.0,Settled,0,44.0
271,4660,2925,2024-09-16,Theft,97009,90151.0,Settled,0,117.0
272,9829,746,2025-10-04,Accident,117714,112217.0,Settled,0,59.0
273,5887,2536,2025-07-18,Accident,48058,43301.0,Settled,0,60.0
274,6085,4398,2025-06-20,Theft,142339,128984.0,Settled,0,57.0
275,4923,2290,2025-09-24,Health,33136,34658.0,Settled,0,26.0
276,9786,3193,2025-03-08,Health,10262,9297.0,Settled,0,14.0
277,9080,169,2026-03-15,Health,163120,170349.0,Settled,0,65.0
278,5239,4645,2025-11-26,Accident,11121,10072.0,Rejected,0,
279,9993,3598,2024-01-09,Accident,53794,54677.0,Settled,0,113.0
280,9607,627,2026-01-16,Accident,18597,16419.0,Settled,0,43.0
281,6885,814,2024-10-06,Fire,10682,10864.0,Settled,0,39.0
282,3587,2417,2024-10-31,Accident,147827,152573.0,Pending,1,
283,6783,51,2025-03-09,Health,43742,45005.0,Pending,0,
284,8789,3554,2025-03-13,Natural Disaster,34366,29696.0,Pending,0,
285,3986,972,2026-06-07,Health,25348,25512.0,Pending,1,
286,442,4656,2026-02-08,Health,51492,52738.0,Settled,0,46.0
287,7761,4219,2025-03-12,Fire,213651,196193.0,Settled,0,4.0
288,6683,4210,2025-08-28,Health,92884,95510.0,Settled,0,12.0
289,9324,3449,2025-01-14,Accident,82964,81531.0,Settled,0,71.0
290,3646,4468,2024-10-11,Health,4676,4415.0,Rejected,0,
291,6863,2623,2026-05-05,Natural Disaster,273826,233127.0,Settled,0,70.0
292,3850,3915,2025-03-25,Theft,67394,66533.0,Settled,0,116.0
293,5646,1146,2026-01-24,Health,100732,101695.0,Settled,0,97.0
294,6329,2395,2024-11-11,Natural Disaster,37816,39420.0,Rejected,1,
295,7287,2211,2025-06-05,Accident,82710,80509.0,Settled,0,119.0
296,6399,194,2024-08-14,Health,127975,112487.0,Settled,0,45.0
297,2736,3928,2025-05-11,Accident,41292,37425.0,Pending,0,
298,2206,164,2024-11-17,Fire,200264,192346.0,Rejected,0,
299,81,3442,2025-05-26,Health,156777,141699.0,Settled,0,80.0
300,8246,4669,2025-10-30,Accident,10715,10264.0,Settled,0,21.0
301,2832,3419,2025-06-11,Accident,31448,28292.0,Settled,0,55.0
302,5459,2775,2024-02-22,Fire,34396,34840.0,Settled,0,13.0
303,1843,3836,2025-11-13,Theft,19385,16718.0,Settled,0,88.0
304,4034,1961,2025-02-21,Natural Disaster,119844,110223.0,Settled,0,111.0
305,7225,88,2024-01-27,Accident,353255,304971.0,Settled,0,15.0
306,6148,4442,2024-07-29,Health,106340,96154.0,Settled,0,22.0
307,2952,1539,2025-10-08,Accident,23479,20492.0,Settled,0,108.0
308,5864,2273,2025-06-29,Natural Disaster,43635,41105.0,Rejected,0,
309,6040,3582,2025-07-09,Accident,19551,16932.0,Settled,0,95.0
310,1787,1829,2024-10-07,Theft,37663,36765.0,Pending,0,
311,8189,3322,2025-02-03,Accident,72857,71940.0,Settled,0,23.0
312,5966,2167,2026-03-13,Theft,18921,18996.0,Settled,0,13.0
313,8775,4464,2025-05-09,Natural Disaster,13831,13804.0,Settled,0,83.0
314,3395,1890,2024-12-11,Natural Disaster,15762,14794.0,Pending,0,
315,1050,163,2025-02-16,Accident,41637,41632.0,Rejected,0,
316,2076,1712,2025-01-02,Health,134814,133240.0,Settled,0,44.0
317,3667,4069,2025-07-31,Accident,15036,14763.0,Settled,0,101.0
318,8333,1465,2025-10-29,Accident,38844,35868.0,Pending,0,
319,5947,3884,2025-06-24,Health,4650,4655.0,Settled,0,70.0
320,5813,2207,2025-10-30,Accident,97482,91131.0,Pending,0,
321,3265,532,2026-01-21,Health,64189,59818.0,Settled,0,96.0
322,4646,2791,2024-05-22,Fire,69318,63797.0,Settled,0,63.0
323,8957,2787,2024-06-20,Health,93631,90261.0,Settled,0,41.0
324,4565,2161,2024-07-08,Accident,105895,90507.0,Settled,0,16.0
325,2753,1726,2024-12-26,Fire,49072,46931.0,Settled,0,91.0
326,4758,730,2024-01-18,Accident,54111,51586.0,Settled,0,33.0
327,1562,3622,2025-11-09,Theft,144182,132135.0,Settled,0,49.0
328,5212,4090,2026-01-27,Accident,35893,32822.0,Settled,0,82.0
329,6205,122,2025-01-19,Theft,119576,112969.0,Settled,0,10.0
330,6668,2816,2026-06-16,Natural Disaster,173510,169227.0,Settled,0,93.0
331,8507,416,2025-07-27,Health,177325,155304.0,Settled,0,28.0
332,2771,2109,2026-01-22,Natural Disaster,18180,15964.0,Pending,0,
333,5750,340,2025-02-01,Natural Disaster,68099,70264.0,Settled,0,6.0
334,1286,813,2024-07-06,Accident,7037,6421.0,Settled,0,93.0
335,6036,2342,2025-05-05,Accident,13662,12334.0,Settled,0,70.0
336,5750,340,2024-12-06,Health,23787,22229.0,Settled,0,18.0
337,6049,3320,2026-04-13,Accident,66397,66834.0,Settled,0,91.0
338,8123,864,2024-05-14,Health,96519,96000.0,Settled,0,41.0
339,6069,4933,2025-03-03,Health,161586,162774.0,Settled,0,63.0
340,4977,524,2026-01-27,Health,176421,177344.0,Pending,0,
341,9637,3950,2025-07-20,Health,107429,107653.0,Settled,1,26.0
342,6064,548,2024-07-19,Theft,150235,147872.0,Settled,0,84.0
343,7088,2329,2024-02-02,Health,12897,11651.0,Pending,0,
344,4390,1168,2026-02-24,Theft,44852,41316.0,Settled,0,40.0
345,6898,134,2025-11-19,Theft,20490,20487.0,Pending,0,
346,6046,2536,2025-11-14,Health,20755,19959.0,Pending,0,
347,3379,897,2025-12-09,Theft,21605,18627.0,Pending,0,
348,4459,760,2025-12-15,Health,97224,100840.0,Settled,0,119.0
349,2752,51,2025-01-27,Accident,120859,121242.0,Pending,0,
350,8275,184,2024-04-20,Accident,11491,11668.0,Settled,0,94.0
351,621,4680,2024-11-26,Health,60237,63067.0,Settled,0,9.0
352,7232,4388,2024-11-09,Natural Disaster,30451,29675.0,Settled,0,97.0
353,6596,2197,2025-09-22,Theft,9344,8965.0,Settled,0,105.0
354,3654,3763,2025-06-02,Fire,274785,258620.0,Pending,0,
355,1906,2245,2025-02-11,Theft,14142,13721.0,Settled,0,73.0
356,1513,1895,2025-11-13,Accident,13505,13340.0,Settled,0,90.0
357,7289,901,2025-07-17,Health,59682,52479.0,Settled,0,115.0
358,4895,284,2024-05-05,Health,182187,175870.0,Settled,0,65.0
359,9494,1357,2024-02-12,Natural Disaster,180107,174272.0,Pending,0,
360,4309,4703,2024-09-09,Health,14343,12936.0,Pending,0,
361,4566,1219,2025-12-20,Natural Disaster,13588,11764.0,Settled,0,106.0
362,1187,1417,2026-02-05,Fire,60650,52804.0,Settled,0,5.0
363,3708,4660,2024-08-05,Accident,177937,169914.0,Pending,0,
364,3421,3633,2025-09-27,Accident,51021,43495.0,Settled,0,85.0
365,8382,3845,2024-01-18,Accident,81311,72476.0,Rejected,0,
366,996,327,2024-05-24,Theft,14288,14861.0,Settled,0,52.0
367,7085,3195,2024-03-05,Accident,55828,55895.0,Settled,0,16.0
368,2112,408,2025-09-09,Accident,106906,107440.0,Settled,0,86.0
369,5628,4010,2026-01-02,Health,41025,35212.0,Settled,0,98.0
370,9751,2966,2025-03-12,Natural Disaster,62299,55136.0,Settled,0,62.0
371,3805,1108,2026-06-03,Health,253332,239429.0,Settled,0,99.0
372,9620,2813,2025-04-23,Health,7732,7924.0,Settled,1,14.0
373,3238,2704,2024-07-06,Theft,58014,55068.0,Rejected,0,
374,454,2939,2024-01-02,Natural Disaster,19569,18453.0,Settled,1,55.0
375,6362,3257,2025-01-27,Health,912615,781063.0,Settled,0,27.0
376,7128,2793,2024-07-17,Health,34277,35953.0,Settled,0,116.0
377,4846,4538,2026-04-16,Natural Disaster,22965,20861.0,Pending,0,
378,9668,2559,2025-11-24,Fire,109471,104436.0,Settled,0,23.0
379,770,1229,2025-07-03,Fire,15912,15297.0,Settled,1,105.0
380,446,1287,2024-05-13,Accident,2319,2126.0,Settled,0,66.0
