date,region,rainfall_mm,max_temp,min_temp,cyclone_event,wind_speed_kmph,flood_index
2023-02-04,Coastal,1.4,41.5,34.6,0,18.6,0.37
2022-10-19,Coastal,10.6,32.1,20.3,0,35.1,0.8
2022-06-02,Mountain,3.3,30.6,19.6,0,15.3,0.84
2023-06-08,Mountain,4.6,39.0,28.9,0,12.6,0.16
2021-07-06,Coastal,9.7,32.2,21.6,0,37.1,0.2
2025-02-13,Coastal,8.2,35.5,29.0,0,13.6,0.35
2025-01-04,Coastal,63.1,30.9,19.7,0,34.7,0.53
2020-07-25,Coastal,4.2,20.3,8.600000000000001,0,18.3,0.43
2021-11-17,Coastal,3.0,24.9,18.299999999999997,0,30.7,0.07
2024-04-17,Urban,25.3,21.3,12.100000000000001,0,23.1,0.0
2020-10-08,Coastal,8.0,20.1,10.600000000000001,0,30.4,0.9
2021-06-16,Mountain,13.6,21.5,11.2,0,14.5,0.82
2024-09-04,Coastal,17.7,30.3,22.200000000000003,0,22.5,0.6
2021-08-17,Coastal,0.4,37.7,26.500000000000004,1,140.7,0.09
2021-01-18,Mountain,0.9,29.5,22.4,0,39.5,0.38
2020-04-27,Urban,9.9,40.9,29.599999999999998,0,22.9,0.46
2024-10-06,Mountain,7.3,37.7,31.400000000000002,0,7.1,0.61
2025-05-22,Urban,20.4,39.9,33.5,0,31.5,0.46
2024-01-09,Inland,7.8,39.1,28.5,0,14.2,0.5
2024-12-10,Coastal,5.8,21.7,12.399999999999999,0,11.6,0.03
2020-03-21,Mountain,4.9,33.0,23.8,0,32.3,0.14
2021-04-01,Urban,0.5,34.3,23.499999999999996,0,34.6,0.17
2021-03-20,Coastal,44.5,28.7,22.7,0,25.9,0.73
2022-01-23,Coastal,12.3,33.5,21.9,0,38.7,0.38
2022-02-26,Urban,35.1,40.9,30.4,0,37.6,0.82
2020-02-19,Coastal,3.6,40.8,28.799999999999997,0,13.8,0.85
2023-09-18,Inland,3.5,30.8,19.0,0,9.9,0.46
2024-11-17,Urban,19.5,30.4,19.299999999999997,0,18.2,0.01
2024-02-11,Mountain,6.9,38.3,29.499999999999996,0,17.2,0.99
2020-05-10,Urban,0.5,24.6,14.000000000000002,0,23.7,0.93
2020-11-05,Mountain,7.8,41.4,30.2,0,38.4,0.82
2020-07-16,Inland,19.2,38.8,28.199999999999996,0,20.0,0.43
2023-05-30,Inland,35.3,26.7,19.799999999999997,0,39.3,0.94
2020-03-16,Inland,1.2,30.5,21.5,0,11.1,0.6
2023-05-06,Inland,20.5,38.6,28.400000000000002,0,15.1,0.17
2020-02-24,Urban,2.2,35.7,24.800000000000004,0,30.6,0.88
2020-04-12,Urban,2.0,31.3,19.5,0,16.7,0.19
2022-02-15,Mountain,169.2,25.1,18.900000000000002,0,38.9,0.35
2025-04-22,Mountain,13.2,25.3,14.5,0,39.2,0.08
2020-08-28,Mountain,1.3,20.9,9.299999999999999,0,9.7,0.28
2023-09-06,Inland,2.0,40.2,33.7,0,39.8,0.02
2021-09-21,Mountain,23.4,21.7,9.899999999999999,0,10.4,0.45
2023-09-12,Coastal,8.7,38.0,28.1,0,20.8,0.63
2023-09-07,Coastal,10.2,33.0,23.4,0,19.3,0.96
2023-03-01,Urban,23.2,33.4,23.7,0,15.2,0.69
2025-03-19,Mountain,2.5,41.4,30.099999999999998,0,14.4,0.65
2022-03-01,Coastal,8.5,33.1,26.8,0,25.2,0.4
2020-06-01,Inland,5.5,35.8,28.4,0,22.9,0.21
2021-05-30,Mountain,3.5,40.6,32.1,0,8.3,0.25
2022-10-20,Inland,12.5,22.3,12.700000000000001,0,22.6,0.01
2020-11-28,Mountain,1.3,39.1,27.3,0,28.8,0.34
2022-05-04,Mountain,2.3,23.4,11.599999999999998,0,17.4,0.89
2023-08-31,Inland,5.0,41.8,30.999999999999996,0,29.7,0.4
2023-05-20,Coastal,13.4,32.6,26.400000000000002,0,35.7,0.6
2023-05-30,Mountain,8.7,27.4,17.599999999999998,0,25.5,0.38
2023-09-03,Urban,40.4,24.7,13.6,0,28.6,0.57
2025-03-26,Coastal,12.7,26.5,19.4,0,23.9,0.84
2020-08-22,Urban,3.5,37.7,30.900000000000002,0,15.6,0.98
2024-01-17,Urban,15.3,33.9,25.4,1,87.6,0.36
2021-08-07,Mountain,17.9,25.7,17.9,0,29.9,0.51
2024-02-12,Urban,12.4,29.4,22.2,0,6.5,0.72
2021-05-04,Urban,4.4,31.1,23.8,0,10.2,0.29
2021-07-15,Mountain,4.0,33.0,21.7,1,154.1,0.37
2020-07-12,Coastal,4.0,33.9,27.0,1,255.9,0.77
2020-04-14,Coastal,0.3,31.2,24.2,0,31.6,0.98
2023-03-10,Coastal,3.1,40.6,33.0,0,20.0,0.91
2024-09-24,Mountain,2.1,37.2,30.800000000000004,0,12.4,0.13
2024-10-22,Inland,0.7,40.9,31.9,0,13.9,0.92
2021-04-07,Inland,3.6,20.3,14.100000000000001,0,13.7,0.8
2022-01-31,Coastal,3.0,20.2,8.5,0,13.2,0.14
2022-12-27,Inland,1.6,34.8,27.099999999999998,0,12.1,0.38
2020-04-27,Urban,4.0,31.7,24.9,0,17.7,0.88
2022-12-08,Mountain,24.1,23.5,14.0,0,28.9,0.2
2025-06-13,Mountain,3.3,37.1,28.400000000000002,0,31.9,0.67
2023-12-19,Coastal,3.6,41.6,35.0,0,10.4,0.82
2022-01-10,Mountain,7.6,30.4,23.7,0,11.8,0.89
2025-03-15,Inland,10.6,23.2,13.1,0,31.1,0.36
2025-04-21,Urban,34.5,38.2,31.000000000000004,0,27.1,0.86
2021-12-04,Coastal,6.2,23.3,11.4,0,32.3,0.8
2021-11-28,Coastal,2.4,29.4,18.799999999999997,0,6.4,0.7
2022-10-10,Mountain,7.2,40.4,30.099999999999998,0,31.0,0.27
2023-06-09,Coastal,3.3,28.3,21.4,0,29.0,0.71
2020-12-18,Mountain,4.9,30.7,22.0,0,28.4,0.96
2023-04-27,Inland,2.0,40.7,30.200000000000003,0,20.3,0.11
2023-08-26,Urban,3.5,22.5,13.8,0,30.7,0.13
2020-08-09,Mountain,8.1,33.4,23.799999999999997,0,10.9,0.84
2021-08-30,Mountain,3.4,23.6,13.600000000000001,0,5.4,0.39
2021-08-10,Coastal,0.3,35.7,28.700000000000003,0,5.1,0.18
2024-09-03,Coastal,4.8,34.1,27.900000000000002,0,6.6,0.61
2023-09-23,Coastal,6.8,22.2,12.0,0,27.1,0.13
2023-10-28,Coastal,26.0,33.0,21.6,0,37.5,0.82
2023-06-22,Mountain,21.5,26.8,14.9,0,23.3,0.35
2024-12-30,Inland,0.1,24.5,17.5,0,8.3,0.93
2021-05-25,Urban,5.1,26.5,17.1,0,36.6,0.96
2022-09-20,Mountain,3.8,29.1,18.700000000000003,0,17.6,0.18
2020-12-09,Coastal,8.1,28.9,22.799999999999997,0,14.8,0.6
2024-04-28,Coastal,15.9,27.7,18.0,0,28.9,0.64
2021-01-26,Coastal,1.3,40.9,29.099999999999998,0,5.6,0.38
2020-02-28,Coastal,2.1,24.6,18.400000000000002,0,27.0,0.23
2020-05-18,Inland,6.1,32.2,21.1,0,35.2,0.71
2024-01-16,Coastal,9.9,30.6,19.700000000000003,0,9.7,0.84
2020-10-06,Coastal,4.2,31.2,20.799999999999997,0,35.8,0.36
2024-10-25,Urban,14.1,24.0,13.9,0,8.8,0.93
2024-01-27,Inland,0.8,30.3,24.200000000000003,0,37.5,0.02
2020-03-06,Mountain,2.4,30.5,23.7,0,27.6,0.4
2024-09-20,Mountain,0.4,21.5,14.5,0,28.1,0.76
2021-11-12,Coastal,1.4,29.9,22.799999999999997,0,27.4,0.66
2021-08-06,Inland,3.0,25.2,15.6,0,37.3,0.5
2022-11-18,Inland,4.7,29.9,23.099999999999998,0,39.7,0.67
2024-09-01,Inland,1.9,40.7,30.800000000000004,0,28.5,0.62
2022-11-09,Mountain,2.3,30.3,19.3,0,34.4,0.61
2020-02-28,Urban,35.0,24.4,12.599999999999998,0,32.1,0.56
2024-08-30,Coastal,21.7,35.4,25.4,0,14.6,0.75
2022-09-20,Inland,15.7,29.9,21.9,0,26.2,0.65
2024-12-29,Inland,4.5,24.1,15.8,0,28.0,0.85
2023-02-09,Urban,2.7,27.9,15.999999999999998,0,17.4,0.6
2025-03-28,Inland,2.0,31.6,25.5,0,37.2,0.87
2020-08-06,Inland,5.4,21.3,13.200000000000001,0,39.9,0.29
2021-07-23,Inland,4.9,28.1,18.6,0,14.8,0.71
2020-07-24,Inland,3.2,21.7,13.0,0,28.0,0.92
2020-02-14,Urban,1.8,21.3,13.700000000000001,0,13.4,0.0
2024-04-30,Urban,15.8,25.3,15.100000000000001,0,32.7,0.45
2025-01-04,Mountain,18.6,32.4,21.0,0,29.7,0.61
2021-09-03,Inland,6.7,30.6,24.1,0,30.6,0.22
2021-01-23,Inland,4.4,38.2,29.800000000000004,0,24.1,0.79
2024-03-24,Urban,1.3,23.2,11.6,0,23.0,0.75
2024-10-13,Mountain,1.9,40.0,29.4,0,14.0,0.14
2025-05-15,Inland,10.2,27.4,20.299999999999997,0,22.9,0.86
2021-12-24,Coastal,3.7,24.0,14.7,0,38.2,0.46
2021-12-07,Mountain,5.3,36.6,27.0,0,22.4,0.55
2021-02-14,Urban,19.7,29.0,22.0,0,39.3,0.76
2021-07-11,Mountain,0.6,20.3,12.600000000000001,0,32.2,0.1
2024-06-09,Inland,5.3,20.8,10.700000000000001,0,14.9,0.03
2023-12-21,Inland,42.7,24.8,17.4,0,40.0,0.55
2023-05-06,Urban,0.3,24.7,13.299999999999999,0,5.5,0.91
2022-02-05,Coastal,0.9,24.8,13.9,0,12.8,0.38
2022-06-06,Inland,1.3,35.7,26.900000000000002,0,27.2,0.57
2022-03-13,Mountain,1.8,37.0,29.2,0,18.6,0.44
2022-08-24,Urban,8.9,27.1,19.1,0,13.9,0.82
2022-03-27,Mountain,40.3,32.1,23.200000000000003,0,34.4,0.15
2022-08-09,Mountain,5.4,41.3,35.099999999999994,0,34.6,0.93
2021-05-28,Mountain,3.3,39.9,32.3,0,34.2,0.65
2021-07-06,Urban,11.0,30.8,24.8,0,25.0,0.9
2023-02-03,Coastal,8.2,39.1,27.5,0,26.5,0.59
2024-08-10,Urban,9.8,26.7,17.6,0,19.9,0.57
2023-12-08,Inland,15.1,30.4,22.4,0,28.9,0.82
2022-03-26,Coastal,4.7,22.2,12.799999999999999,0,9.9,0.14
2022-11-27,Coastal,3.6,40.6,29.6,0,7.6,0.86
2021-07-05,Inland,31.3,26.8,16.0,0,22.3,0.28
2023-06-28,Coastal,21.4,21.7,11.5,0,36.5,0.33
2021-09-14,Urban,11.0,32.2,22.6,0,15.4,0.11
2023-10-06,Inland,9.5,28.8,22.1,0,14.1,0.47
2023-04-27,Inland,5.6,33.5,26.6,0,36.8,0.66
2024-04-04,Inland,12.1,28.1,17.200000000000003,0,34.9,0.51
2020-09-23,Mountain,10.3,30.2,20.1,0,29.5,0.63
2023-02-09,Urban,0.8,38.2,30.1,0,38.0,0.69
2020-12-26,Urban,4.8,22.3,11.9,0,6.0,0.17
2022-07-20,Urban,2.8,25.1,18.1,0,38.1,0.54
2020-01-06,Urban,3.5,24.2,17.9,0,9.2,0.74
2025-03-20,Urban,3.6,32.4,24.9,0,17.9,0.74
2025-05-02,Inland,14.0,25.2,14.899999999999999,1,182.1,0.36
2024-12-12,Mountain,4.7,39.7,31.900000000000002,0,33.7,0.02
2024-05-11,Coastal,7.1,25.8,18.8,0,25.4,0.18
2024-10-01,Urban,10.0,26.4,15.399999999999999,0,14.1,0.67
2021-10-02,Inland,1.8,26.3,20.0,0,15.3,0.64
2021-10-19,Urban,10.3,22.2,16.1,0,28.6,0.79
2022-01-07,Urban,2.3,38.4,29.2,0,34.2,0.06
2020-09-01,Urban,10.8,23.4,14.399999999999999,0,15.3,0.12
2021-01-20,Coastal,1.7,34.5,23.4,0,15.1,0.97
2021-06-27,Coastal,5.2,22.4,13.099999999999998,0,30.2,0.47
2025-04-22,Mountain,6.4,28.7,21.5,0,10.8,0.11
2023-10-19,Inland,5.9,27.8,20.9,0,18.2,0.75
2024-04-10,Coastal,3.0,24.9,13.999999999999998,0,11.8,0.02
2020-05-10,Urban,2.4,40.0,29.2,0,21.4,0.49
2023-08-12,Coastal,11.5,30.5,20.9,0,31.1,0.58
2024-04-27,Inland,26.8,29.6,21.8,0,33.0,0.3
2020-05-09,Inland,11.8,31.6,23.200000000000003,0,23.5,0.48
2022-03-30,Inland,2.0,25.6,17.5,0,15.8,0.78
2020-11-04,Inland,18.9,39.6,29.1,0,9.4,0.46
2023-12-24,Mountain,0.5,25.5,18.6,0,25.9,0.85
2025-06-16,Inland,9.6,40.0,32.9,0,35.9,0.93
2021-11-07,Coastal,1.3,24.0,16.3,0,24.6,0.07
2024-03-25,Mountain,12.0,26.5,19.3,0,33.5,0.01
2023-01-30,Inland,1.9,21.8,13.600000000000001,0,13.8,0.44
2020-11-27,Urban,3.1,21.8,13.600000000000001,0,16.5,0.05
2023-04-28,Coastal,45.5,35.7,25.000000000000004,0,7.7,0.7
2023-12-15,Coastal,6.9,23.6,15.900000000000002,0,39.1,0.06
2020-01-09,Inland,23.7,36.3,29.4,0,34.2,0.28
2023-02-20,Coastal,2.5,27.7,20.6,0,35.3,0.85
2021-12-05,Urban,14.7,25.7,14.1,0,9.3,0.39
2020-01-13,Urban,2.1,24.5,14.2,0,6.6,0.75
2023-02-20,Coastal,7.4,32.5,21.8,0,12.7,0.02
2020-04-12,Urban,2.1,25.4,15.899999999999999,0,37.2,0.59
2022-10-10,Mountain,1.6,38.0,31.9,0,18.3,0.41
2021-02-15,Urban,0.8,27.6,20.6,0,39.2,0.68
2023-07-29,Mountain,2.2,28.7,19.1,0,31.9,0.78
2020-10-12,Mountain,1.8,28.1,21.8,0,21.0,0.42
2025-06-14,Urban,3.1,41.1,29.5,0,28.3,0.27
2022-11-13,Coastal,14.5,26.2,20.0,0,24.0,0.51
2023-07-20,Mountain,8.5,31.1,20.3,0,29.3,0.53
2020-06-05,Mountain,13.8,36.3,27.9,0,6.5,0.45
2022-11-21,Urban,1.7,35.1,25.1,0,19.3,0.32
2020-05-31,Mountain,2.0,36.6,29.0,0,7.9,0.78
2022-01-12,Mountain,7.4,24.8,16.3,0,14.7,0.37
2020-07-18,Inland,3.5,28.9,20.2,0,9.9,0.01
2020-02-22,Mountain,11.2,40.4,31.2,0,26.1,0.36
2023-01-15,Urban,5.5,31.6,20.900000000000002,0,21.4,0.07
2025-03-29,Coastal,4.2,28.5,18.1,0,15.9,0.19
2020-03-27,Urban,6.4,26.9,20.099999999999998,0,20.5,0.27
2024-05-04,Inland,32.4,33.8,22.299999999999997,0,29.4,0.88
2024-09-26,Inland,3.3,24.4,13.899999999999999,0,11.3,0.39
2021-10-19,Mountain,17.3,24.3,17.9,0,23.9,0.68
2024-12-16,Mountain,4.9,29.2,19.6,0,38.6,0.77
2021-01-10,Inland,1.8,37.4,30.5,0,28.0,0.57
2023-08-31,Urban,0.7,35.9,27.799999999999997,0,13.6,0.36
2020-09-09,Urban,0.5,34.7,28.6,0,5.7,0.06
2022-06-02,Coastal,1.0,28.5,22.2,0,10.6,0.01
2022-01-26,Inland,7.5,36.5,25.0,0,20.9,0.21
2023-05-01,Urban,1.5,28.4,22.099999999999998,0,16.1,0.7
2020-08-11,Mountain,0.4,31.1,21.400000000000002,0,14.9,0.59
2020-02-05,Mountain,2.2,25.5,19.5,0,8.1,0.43
2020-09-06,Urban,0.6,20.9,9.599999999999998,0,12.9,0.37
2023-03-10,Coastal,2.5,35.6,27.5,0,34.6,0.72
2020-04-03,Urban,30.6,34.7,26.400000000000002,0,38.2,0.02
2023-06-02,Inland,12.6,39.0,27.7,0,9.5,0.48
2020-03-01,Inland,6.0,27.6,17.6,0,18.0,0.19
2020-10-02,Inland,1.0,21.8,13.200000000000001,0,31.8,0.15
2023-01-19,Urban,0.6,37.1,30.900000000000002,0,9.1,1.0
2020-10-20,Inland,0.7,30.9,24.5,0,22.3,0.19
2022-10-10,Urban,4.8,25.2,14.0,1,157.5,0.12
2020-08-22,Coastal,2.5,32.3,24.299999999999997,0,27.0,0.12
2025-06-14,Urban,2.0,42.0,31.0,0,27.0,0.05
2021-01-30,Mountain,3.3,40.4,33.9,0,34.4,0.17
2025-01-07,Urban,0.9,38.7,32.1,0,13.8,0.98
2023-08-18,Mountain,2.1,36.8,27.499999999999996,0,16.4,0.99
2020-07-26,Coastal,40.7,29.3,21.4,0,15.3,0.1
2021-11-12,Mountain,8.5,31.0,19.5,0,36.7,0.86
2023-08-10,Inland,11.5,28.7,22.1,0,32.1,0.52
2023-08-21,Inland,3.3,39.8,30.4,0,25.5,0.07
2024-04-28,Coastal,2.4,27.7,19.2,0,14.9,0.57
2022-05-12,Coastal,0.6,23.8,12.100000000000001,0,11.1,0.52
2022-10-28,Coastal,29.8,40.5,28.9,0,37.9,0.5
2020-01-06,Urban,11.7,27.0,20.8,0,14.7,0.06
2023-03-16,Urban,1.8,37.0,30.0,0,9.6,0.4
2022-02-13,Coastal,5.3,39.1,28.200000000000003,0,19.0,0.5
2024-04-26,Coastal,6.0,41.7,31.000000000000004,0,23.6,0.66
2024-12-24,Coastal,1.1,24.4,18.0,0,35.0,0.03
2020-02-01,Inland,20.9,23.4,17.0,0,37.8,0.27
2022-02-20,Mountain,0.8,24.7,16.6,0,10.6,0.48
2021-05-11,Urban,48.7,31.8,23.0,0,31.1,0.42
2021-06-14,Inland,10.6,23.0,11.2,1,122.0,0.85
2022-06-08,Urban,22.4,23.9,13.799999999999999,0,26.1,0.52
2024-07-31,Inland,3.3,35.1,24.6,0,7.3,0.08
2020-06-08,Coastal,5.7,35.9,24.7,0,14.1,0.18
2025-03-21,Coastal,0.4,41.5,35.0,0,23.0,0.9
2024-02-09,Urban,3.7,20.3,11.0,0,24.2,0.35
2021-08-27,Coastal,7.0,20.8,14.200000000000001,0,18.4,0.32
2021-12-11,Urban,1.4,29.1,20.6,0,25.7,0.54
2021-01-27,Mountain,4.7,40.7,30.500000000000004,0,16.6,0.64
2022-04-01,Coastal,3.2,36.2,25.800000000000004,0,38.0,0.04
2024-07-26,Coastal,4.7,29.0,18.0,0,27.0,0.37
2021-10-03,Inland,1.6,25.7,15.7,0,26.7,0.33
2023-07-19,Coastal,10.7,20.5,12.4,0,39.3,0.75
2024-10-20,Urban,18.5,33.1,24.1,0,28.9,0.95
2022-09-09,Urban,1.4,21.8,10.700000000000001,0,9.5,0.38
2020-10-18,Urban,0.7,36.8,30.199999999999996,0,13.2,0.36
2020-12-16,Inland,3.7,21.2,10.399999999999999,0,25.5,0.52
2021-12-30,Urban,7.9,40.0,31.8,0,39.5,0.42
2023-07-21,Inland,3.4,29.2,19.299999999999997,0,15.7,0.65
2020-04-09,Mountain,1.0,41.2,32.900000000000006,0,32.8,0.22
2020-12-05,Mountain,1.3,30.1,18.400000000000002,0,7.4,1.0
2025-04-03,Coastal,31.5,29.0,22.2,0,24.9,0.31
2023-09-12,Inland,13.6,27.4,16.299999999999997,0,16.3,0.82
2023-03-23,Urban,7.8,35.2,26.1,0,36.6,0.9
2020-05-21,Inland,10.8,23.2,16.7,0,18.4,0.14
2024-08-30,Urban,0.5,26.3,19.6,0,13.5,0.64
2023-04-01,Urban,1.7,26.5,18.8,0,37.3,0.42
2024-01-25,Inland,2.8,23.2,11.6,0,23.1,0.59
2022-05-26,Inland,4.0,31.7,24.1,0,33.3,0.8
2022-03-09,Inland,3.0,34.3,26.499999999999996,0,32.7,0.63
2024-03-08,Inland,0.9,36.3,28.999999999999996,0,26.6,0.0
2020-02-09,Inland,7.0,40.5,33.5,0,25.4,0.31
2023-03-28,Inland,2.4,25.8,16.8,0,31.9,0.17
2020-10-12,Coastal,9.1,27.2,18.2,0,22.1,0.22
2020-09-18,Coastal,5.8,22.6,12.500000000000002,0,6.9,0.03
2021-05-19,Coastal,15.4,27.1,20.5,0,21.9,1.0
2023-06-16,Mountain,2.9,26.7,18.5,1,210.7,0.1
2023-11-23,Urban,12.6,28.9,22.4,0,20.3,0.86
2023-01-31,Mountain,10.1,34.6,22.900000000000002,0,14.4,0.91
2021-08-23,Urban,1.0,30.8,19.9,0,23.8,0.22
2024-09-24,Inland,3.3,28.2,17.5,1,160.5,0.18
2025-03-03,Coastal,7.5,21.3,13.0,0,35.4,0.44
2023-08-30,Urban,4.4,31.4,23.599999999999998,0,14.6,0.08
2023-02-23,Mountain,10.8,27.9,16.5,0,25.6,0.85
2023-02-12,Urban,2.0,27.6,16.1,0,12.1,0.04
2024-10-05,Coastal,5.0,33.6,23.900000000000002,0,27.6,0.39
2022-03-25,Urban,56.7,37.4,28.099999999999998,0,23.1,0.74
2025-02-17,Inland,5.9,36.6,24.8,0,7.0,0.76
2024-08-03,Inland,8.5,25.2,18.0,0,19.4,0.33
2021-12-06,Urban,10.5,27.3,20.5,0,30.2,0.04
2023-08-09,Inland,3.0,35.2,23.500000000000004,0,9.0,0.92
2021-09-05,Urban,1.5,35.5,28.0,0,10.1,0.84
2022-03-24,Coastal,1.4,35.0,24.4,0,22.7,0.51
2025-03-10,Coastal,3.6,29.4,17.4,0,27.3,0.48
2020-09-10,Inland,0.9,25.9,15.499999999999998,0,11.0,0.71
2022-10-13,Mountain,77.6,22.5,12.5,0,5.6,0.91
2021-08-08,Coastal,1.9,23.8,16.4,0,26.7,0.45
2025-03-12,Mountain,2.8,37.1,27.5,0,14.9,0.59
2023-04-12,Coastal,8.9,40.4,30.799999999999997,0,37.4,0.46
2020-04-20,Coastal,10.3,33.6,21.6,0,27.2,0.31
2024-08-20,Coastal,17.5,31.1,21.5,0,9.4,0.36
2023-07-31,Mountain,8.0,20.6,9.000000000000002,0,19.3,0.48
2024-04-21,Coastal,6.7,36.9,30.599999999999998,0,37.9,0.89
2024-10-03,Inland,3.6,29.9,20.9,0,26.6,0.0
2020-07-05,Urban,0.4,40.4,32.4,0,31.4,0.62
2022-03-14,Urban,7.2,39.8,31.799999999999997,0,31.8,1.0
2020-10-21,Coastal,10.3,22.0,13.7,0,39.7,0.01
2021-01-10,Coastal,7.7,26.1,18.400000000000002,0,34.0,0.07
2023-12-12,Mountain,2.0,36.1,30.1,0,15.5,0.45
2020-01-14,Coastal,7.1,38.1,31.5,0,34.4,0.47
2022-07-08,Urban,2.0,34.4,26.2,0,7.1,0.13
2023-07-25,Inland,1.6,25.3,16.3,0,7.9,0.01
2023-08-27,Inland,0.5,38.6,29.200000000000003,0,34.1,0.29
2022-11-17,Mountain,15.7,34.6,26.400000000000002,0,35.5,0.72
2021-05-03,Mountain,0.6,34.6,23.200000000000003,0,17.8,0.26
2024-08-22,Urban,5.0,29.7,22.2,0,23.3,0.45
2023-02-18,Coastal,3.4,39.2,30.400000000000002,0,34.2,0.28
2024-11-11,Urban,0.2,33.7,27.400000000000002,0,19.2,0.34
2020-12-22,Urban,8.6,22.7,11.6,0,21.5,0.57
2020-12-27,Urban,5.2,22.9,13.299999999999999,0,26.6,0.61
2021-11-25,Coastal,0.2,32.7,22.700000000000003,0,32.0,0.0
2022-09-03,Coastal,17.9,36.2,29.6,0,33.3,0.93
